Name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Söderbergsgatan 22,117.0,5,,1695000,,2023-09-28,Karlskoga kommun,Karlskoga,Radhus
Kostervägen 26,77.5,3,4154,4250000,54839,2023-09-28,Lidingö kommun,Baggeby,Lägenhet
Riddaregatan 3,142.0,5,,3650000,,2023-09-28,Helsingborgs kommun,Ramlösa,Villa
Skarphagsgatan 10,74.0,3,3832,1950000,26351,2023-09-28,Norrköpings kommun,Skarphagen,Lägenhet
Dalsvägen 31,198.0,7,,2300000,,2023-09-28,Västerviks kommun,Gunnebo,Villa
Stinsgatan 8,82.0,3,4123,1625000,19817,2023-09-28,Karlstads kommun,Viken,Lägenhet
Sveavägen 11,177.0,5,,6000000,,2023-09-28,Botkyrka kommun,Tumba,Villa
"Agnes Lagerstedts Gata 25, 8 tr",45.0,2,2895,2750000,61111,2023-09-28,Stockholms kommun,Fruängen,Lägenhet
Svetsarvägen 15,39.2,1,2425,1685000,42985,2023-09-28,Järfälla kommun,Kallhäll,Lägenhet
Vallbjörkavägen 19,155.0,4,,2895000,,2023-09-28,Kristianstads kommun,Kristianstad,Villa
Exercisgatan 30A,67.0,2,4078,2725000,40672,2023-09-28,Malmö kommun,Rörsjöstaden,Lägenhet
Norrmalmsgatan 13B,160.0,7,,4000000,,2023-09-28,Karlstads kommun,Karlstad,Villa
Carlemansvägen 33,114.0,4,,2900000,,2023-09-28,Karlskrona kommun,Lyckeby,Villa
Trollehöjdsvägen 33B,102.0,4,,2100000,,2023-09-28,Mullsjö kommun,Mullsjö,Radhus
Lövekullevägen 3B,79.0,3,4486,3100000,39241,2023-09-28,Alingsås kommun,Sörhaga,Lägenhet
Varggårdsvägen 18,127.0,5,,3470000,,2023-09-28,Falu kommun,Varggården,Villa
Buntmakaregatan 2,90.0,4,,2850000,,2023-09-28,Ystads kommun,Surbrunnen,Villa
Råbäcken 38,66.0,3,,550000,,2023-09-28,Mora kommun,Kättbo,Fritidshus
Anderbäcksvägen 8,35.0,2,,1100000,,2023-09-28,Nyköpings kommun,Enstaberga,Villa
Beckomberga Allé 19,144.0,5,7959,7495000,52049,2023-09-28,Stockholms kommun,Beckomberga,Radhus
Terrassvägen 10 A,60.0,2,3652,1195000,19917,2023-09-28,Örnsköldsviks kommun,Örnsköldsvik Staden,Lägenhet
Rosendalsvägen 6,67.5,3,3564,1285000,19037,2023-09-28,Malmö kommun,Midhem,Lägenhet
"Idungatan 7C, vind",66.0,3,2854,8200000,124242,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Heljereds byväg 113,169.0,6,,6640000,,2023-09-28,Mölndals kommun,Kållered,Villa
Yttersta 235,140.0,5,,1660000,,2023-09-28,Piteå kommun,Lillpite,Gård/Skog
Sundsta Torg,32.0,1,804,1575000,49219,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1600000,50000,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1675000,52344,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1700000,53125,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4500000,44118,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1700000,53125,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1650000,51563,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4800000,47059,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1600000,50000,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1625000,50781,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,52.5,2,1319,2650000,50476,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4850000,47549,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,5000000,49020,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4600000,45098,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,32.0,1,804,1575000,49219,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4600000,45098,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4900000,48039,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
Sundsta Torg,102.0,4,2563,4700000,46078,2023-09-28,Karlstads kommun,Sundsta,Lägenhet
"Dellensvägen 34, 3tr",72.0,3,4072,4650000,64583,2023-09-28,Stockholms kommun,Årsta,Lägenhet
Brohagavägen 119,150.0,7,,2800000,,2023-09-28,Åstorps kommun,Nyvång,Villa
Sysslomansgatan 16,143.0,6,5632,6520000,45594,2023-09-28,Uppsala kommun,FRÄMRE LUTHAGEN - FJÄRDINGEN,Lägenhet
Tosterud 4,50.0,50,,525000,,2023-09-28,Färgelanda kommun,Högsäter,Fritidshus
Murkelvägen 8,125.0,6,,5100000,,2023-09-28,Uppsala kommun,Norby,Villa
Grevgatan 26,153.0,5,7323,22000000,143791,2023-09-28,Stockholms kommun,Östermalm,Lägenhet
Skönstaholmsvägen 52,82.0,3,6289,6500000,79268,2023-09-28,Stockholms kommun,Farsta,Radhus
Styrbordsgatan 4,84.0,3,4899,5400000,64286,2023-09-28,Stockholms kommun,Hammarby Sjöstad,Lägenhet
Zenitgatan 69,118.0,5,6513,2750000,23305,2023-09-28,Göteborgs kommun,Bergsjön,Radhus
Galonvägen 26,44.0,2,2418,2520000,57273,2023-09-28,Stockholms kommun,Riksby,Lägenhet
Gjutaregatan 12,71.0,3,4602,4065000,57254,2023-09-28,Göteborgs kommun,Lindholmen,Lägenhet
Norrgatan 18,78.0,3,,685000,,2023-09-28,Nässjö kommun,Bodafors,Radhus
Forsakarsvägen 21,73.0,3,,1225000,,2023-09-28,Kristianstads kommun,Degeberga,Villa
Randersvägen 21B,87.0,4,6149,3200000,36782,2023-09-28,Malmö kommun,Dammfri,Lägenhet
Arbetargatan 24A,93.0,4,3750,8250000,88710,2023-09-28,Stockholms kommun,Kungsholmen,Lägenhet
Norra Kvistoftavägen 24,162.0,6,,4450000,,2023-09-28,Helsingborgs kommun,Gantofta,Villa
Folkparken 10,84.5,4,6634,2650000,31361,2023-09-28,Haninge kommun,Centrala Handen - Folkparken,Lägenhet
Sjöskogen 202,89.0,5,,1650000,,2023-09-28,,,
Farmgatan 23,130.0,5,,2860000,,2023-09-28,Trelleborgs kommun,Västra Egna Hem,Villa
Hagelvägen 18,115.0,5,,1960000,,2023-09-28,Oxelösunds kommun,Sunda,Villa
Essinge Brogata 23,48.0,2,3216,3400000,70833,2023-09-28,Stockholms kommun,Lilla Essingen,Lägenhet
Fågelsången 2B,51.0,2,2398,3495000,68529,2023-09-28,Sundbybergs kommun,Sundbyberg Centrum,Lägenhet
Roskildevägen 29C,54.0,2,4646,1850000,34259,2023-09-28,Malmö kommun,Pildammarna,Lägenhet
"Sigurd Rings gata 6, vån 3 av 4",56.0,2,4154,4175000,74554,2023-09-28,Stockholms kommun,Aspudden,Lägenhet
Torpavägen 215,133.0,5,,4300000,,2023-09-28,Kungsbacka kommun,Fjärås,Villa
Kycklinggränd 8B,55.0,2,4158,1275000,23182,2023-09-28,Trelleborgs kommun,Granlunda,Lägenhet
Såningsvägen 2,133.0,5,,4225000,,2023-09-28,Järfälla kommun,Viksjö,Radhus
Nordmannagatan 21,165.0,6,,10400000,,2023-09-28,Malmö kommun,Bellevue Sjösida,Villa
"Linnégatan 51, vån 5",39.0,"1,5",784,5200000,133333,2023-09-28,Stockholms kommun,Östermalm,Lägenhet
"Värtavägen 26, 5tr",85.0,3,2193,9100000,107059,2023-09-28,Stockholms kommun,Nedre Gärdet - Östermalm,Lägenhet
Kaprifolvägen 58,90.0,4,,4200000,,2023-09-28,Norrköpings kommun,Hageby,Villa
"Kavelbrovägen 2, 1 tr",96.0,4,6252,5600000,58333,2023-09-28,Stockholms kommun,Långbro Park,Lägenhet
Repslagargatan 9,39.0,2,3328,4050000,103846,2023-09-28,Stockholms kommun,Södermalm,Lägenhet
Biskopsgatan 10B,60.0,2,3530,2200000,36667,2023-09-28,Västerås kommun,Centrum,Lägenhet
Sjödalsvägen 24,94.0,3,6362,4360000,46383,2023-09-28,Huddinge kommun,Sjödalen,Lägenhet
Emågatan 33,57.0,"2,5",4043,3150000,55263,2023-09-28,Stockholms kommun,Bagarmossen,Lägenhet
Egnahemsvägen 22A,40.0,1,2833,2350000,58750,2023-09-28,Göteborgs kommun,Landala Egnahem,Lägenhet
"Bastugatan 2, 2 tr",62.0,2,3126,4950000,79839,2023-09-28,Stockholms kommun,Södermalm - Mariaberget,Lägenhet
Utövägen 10B,83.0,3,4550,2975000,35843,2023-09-28,Karlskrona kommun,Saltö,Lägenhet
"Mjölnarvägen 18, 9 tr",85.0,"2,5",3244,5500000,64706,2023-09-28,Nacka kommun,Kvarnholmen,Lägenhet
"Bettnavägen 50, vån 2 av 3",60.0,2,3258,2515000,41917,2023-09-28,Stockholms kommun,Örby - Älvsjö,Lägenhet
"Pippi Långstrumps Gata 37, vån 3",102.0,4,4990,5350000,52451,2023-09-28,Stockholms kommun,Bromma - Annedal,Lägenhet
"Högalidsgatan 29, 0,5 tr",21.0,1,1438,2330000,110952,2023-09-28,Stockholms kommun,Södermalm,Lägenhet
Drottninggatan 81B,81.0,3,3019,8350000,103086,2023-09-28,Stockholms kommun,Vasastan/Norrmalm,Lägenhet
Skoldalsvägen 32B,150.0,6,,7500000,,2023-09-28,Sollentuna kommun,Edsberg-Landsnora,Villa
Basaltgränd 6,157.0,6,,8000000,,2023-09-28,Stockholms kommun,Beckomberga,Radhus
Spångavägen 153,84.0,"6,5",,6820000,,2023-09-28,Stockholms kommun,Bromma / Bromma Kyrka,Villa
Bergsgatan 2,43.5,1,3248,970000,22299,2023-09-28,Enköpings kommun,S:t Ilian,Lägenhet
Ramsjövägen 36B,118.0,7,,4350000,,2023-09-28,Uppsala kommun,Björklinge,Villa
"Glidflyktsgatan 3, 3 tr.",142.0,6,8633,5550000,39085,2023-09-28,Stockholms kommun,Skarpnäck,Lägenhet
Snödroppsgränd 28,31.0,"1,5",2570,1550000,50000,2023-09-28,Stockholms kommun,Hässelby Norra Villastad,Lägenhet
Mariehemsvägen 116,100.0,4,6111,2330000,23300,2023-09-28,Umeå kommun,Mariehem,Lägenhet
Pianogatan 10,158.0,6,,3000000,,2023-09-28,Laholms kommun,Musikkvarteren,Villa
Norra Sjöbogatan 66,58.0,2,3199,715000,12328,2023-09-28,Borås kommun,Sjöbo,Lägenhet
"Signe Tillischgatan 9, 4 tr",71.0,3,4185,4050000,57042,2023-09-28,Solna kommun,Frösunda,Lägenhet
"Birger Jarlsgatan 105, 5tr",113.0,5,2134,16100000,142478,2023-09-28,Stockholms kommun,Vasastan/Östermalm,Lägenhet
Sandbo 44,150.0,7,,2890000,,2023-09-28,Uppsala kommun,Dalby,Villa
Diabasvägen 49,122.0,5,,5875000,,2023-09-28,Kungsbacka kommun,Kolla,Villa
Hagalundsgatan 4,124.0,4,,900000,,2023-09-28,Nybro kommun,Alsterbro,Villa
Holbergsgatan 132,59.0,2,3355,2550000,43220,2023-09-28,Stockholms kommun,Bromma - Blackeberg,Lägenhet
Stickelbärsvägen 10,46.0,2,2670,3905000,84891,2023-09-28,Stockholms kommun,Vasastan/Östermalm,Lägenhet
Blåbärsvägen 21,151.0,5,,2895000,,2023-09-28,Östhammars kommun,Gimo,Villa
Melongatan 8,56.5,2,3536,1890000,33451,2023-09-28,Stockholms kommun,Hässelby Strand,Lägenhet
Kvarnvägen 4,140.0,7,,2600000,,2023-09-28,Gnesta kommun,Björnlunda tätort,Villa
Storgatan 12 B,56.0,3,3299,385000,6875,2023-09-28,Härnösands kommun,Centrum,Lägenhet
Åshammarsboda A 9,85.0,5,,4500000,,2023-09-28,Gnesta kommun,Åshammarsboda,Villa
Vårviks-Näs Intaka,124.0,6,,2050000,,2023-09-28,,,
Edvin Anderssons väg 21C,78.0,3,4962,3200000,41026,2023-09-28,Kävlinge kommun,Centrum,Radhus
Skanstorget 6B,56.0,2,3313,4150000,74107,2023-09-28,Göteborgs kommun,Linnéstaden,Lägenhet
Bordsvägen 55,68.0,3,3812,3700000,54412,2023-09-28,Stockholms kommun,Gubbängen,Lägenhet
"Grev Magnigatan 10A, Gårdshus",38.0,1,2131,5550000,146053,2023-09-28,Stockholms kommun,Östermalm,Lägenhet
Sofielundsplan 55,22.0,1,1588,1750000,79545,2023-09-28,Stockholms kommun,Johanneshov - Blåsut,Lägenhet
Övralidsgatan 25,80.0,3,5756,1550000,19375,2023-09-28,Göteborgs kommun,Hisings Backa,Lägenhet
Södervångsvägen 2A,81.0,3,5637,2500000,30864,2023-09-28,Kävlinge kommun,Löddeköpinge - Södervång,Lägenhet
Ängetvägen 10,87.0,4,,375000,,2023-09-28,Örnsköldsviks kommun,Husum,Villa
Stampgatan 68A,61.9,2,3421,3250000,52504,2023-09-28,Göteborgs kommun,Centrum - Stampen,Lägenhet
"Åsögatan 182, 4tr",25.0,1,1467,2800000,112000,2023-09-28,Stockholms kommun,Södermalm,Lägenhet
"Anders Reimers väg 11, 4 tr",42.0,"1,5",2994,4000000,95238,2023-09-28,Stockholms kommun,Södermalm - Reimersholme,Lägenhet
"Sockenvägen 423, vån 2",80.5,3,5531,6000000,74534,2023-09-28,Stockholms kommun,Gamla Enskede,Lägenhet
"Signe Tillischgatan 9, 4 tr",56.0,2,3301,3340000,59643,2023-09-28,Solna kommun,Frösunda,Lägenhet
Folkets Husvägen 12 A,64.5,3,2728,1200000,18605,2023-09-28,Norrköpings kommun,Skärblacka,Lägenhet
"Högalidsgatan 50, BV",80.0,3,4048,6800000,85000,2023-09-28,Stockholms kommun,Hornstull / Södermalm,Lägenhet
Tärnvägen 11,94.0,4,6506,3850000,40957,2023-09-28,Lunds kommun,Väster,Lägenhet
Sjögräsvägen 7,313.0,7,,7650000,,2023-09-28,Göteborgs kommun,Björlanda,Villa
Oktettvägen 1,115.0,5,,3400000,,2023-09-28,Uddevalla kommun,Fasseröd/Hovhult,Villa
Norra kyrkogatan 8,78.0,"2,5",3956,2150000,27564,2023-09-28,Helsingborgs kommun,Helsingborg - Centrum,Lägenhet
Eksätravägen 412,54.0,2,3733,2275000,42130,2023-09-28,Stockholms kommun,Sätra,Lägenhet
Ånestadsgatan 299,113.0,4,8167,2500000,22124,2023-09-28,Norrköpings kommun,Smedby/Rambodal,Lägenhet
Odengatan 37,96.0,3,2828,9300000,96875,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Rosensköldsgatan 9,42.0,2,2270,2835000,67500,2023-09-28,Göteborgs kommun,Johanneberg,Lägenhet
Nordenholm 14,60.0,2,,1150000,,2023-09-28,Hudiksvalls kommun,Nordenholm,Villa
Statistgatan 10,62.0,2,3783,1675000,27016,2023-09-28,Malmö kommun,Lindeborg,Lägenhet
Sikvägen 8,68.0,2,2833,2075000,30515,2023-09-28,Halmstads kommun,Fyllinge,Lägenhet
"Rindögatan 25, 2tr",37.6,2,1718,3940000,104787,2023-09-28,Stockholms kommun,Östermalm Gärdet,Lägenhet
"Hägerstensvägen 97A, vån 3",38.0,1,2858,2730000,71842,2023-09-28,Stockholms kommun,Aspudden,Lägenhet
Vintergaloppsgatan 5,34.0,1,2446,1800000,52941,2023-09-28,Täby kommun,Viggbyholm,Lägenhet
Björcksgatan 62D,38.5,2,2381,2295000,59610,2023-09-28,Göteborgs kommun,Kålltorp,Lägenhet
"Kamomillagatan 17, vån 3",61.0,2,2482,3200000,52459,2023-09-28,Stockholms kommun,Bromma - Annedal,Lägenhet
Kaplansbacken 3,35.0,2,1479,5000000,142857,2023-09-28,Stockholms kommun,Kungsholmen - Nedre Kungsholmen,Lägenhet
Gunnilbogatan 16A,58.9,2,3101,1095000,18591,2023-09-28,Västerås kommun,Malmaberg,Lägenhet
Stabbläggarevägen 2,123.0,4,,4095000,,2023-09-28,Jönköpings kommun,Taberg,Villa
Fyrklöversgatan 5,103.0,4,,2300000,,2023-09-28,Lekebergs kommun,Fjugesta,Villa
Ankargatan 22A,78.5,2,6956,700000,8917,2023-09-28,Hudiksvalls kommun,HUDIKSVALL - HÅSTAVILLORNA,Lägenhet
Alhamnsvägen 214,112.0,3,,3700000,,2023-09-28,Luleå kommun,Vallen,Villa
Heimdalsgatan 2,54.0,2,1860,5000000,92593,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Spejaregatan 22,77.0,3,5087,290000,3766,2023-09-28,Skara kommun,Södra Skara,Lägenhet
Gaperhult 1:82,2.0,693,,795000,,2023-09-28,Säffle kommun,Värmlandsnäs,Tomt
Skulptörvägen 9,61.0,3,3973,4220000,69180,2023-09-28,Stockholms kommun,Gullmarsplan,Lägenhet
Husabyvägen 17,45.0,2,3080,3550000,78889,2023-09-28,Stockholms kommun,Aspudden,Lägenhet
Linnégatan 63,49.2,2,2046,6100000,123984,2023-09-28,Stockholms kommun,Östermalm,Lägenhet
Jägarevägen 10B,93.5,4,5568,1310000,14011,2023-09-28,Kalmar kommun,Funkabo,Lägenhet
Utgårdsvägen 9B,125.0,5,6310,5000000,40000,2023-09-28,Stockholms kommun,Spånga - Solhem,Radhus
Bläcksvampsvägen 117,148.0,5,,5000000,,2023-09-28,Huddinge kommun,Sörskogen - Huddinge,Radhus
Kobbarnas väg 7,55.0,2,3244,2505000,45545,2023-09-28,Göteborgs kommun,Olskroken,Lägenhet
Notavallavägen 15,119.0,4,,3300000,,2023-09-28,Karlshamns kommun,Notavalla,Villa
Roslagsgatan 55,39.0,2,2137,3675000,94231,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Ålgrytevägen 31,30.5,"1,5",2197,2010000,65902,2023-09-28,Stockholms kommun,Mälarhöjden,Lägenhet
"Kungsholms strand 141, 1 tr",46.0,2,1958,4650000,101087,2023-09-28,Stockholms kommun,Kungsholmen,Lägenhet
Forsavägen 55,100.0,4,,1500000,,2023-09-28,Hudiksvalls kommun,Forsa,Villa
Sveagatan 9,121.2,4,4138,8500000,70132,2023-09-28,Göteborgs kommun,Linné,Lägenhet
Milstensvägen 29,45.0,2,2678,2300000,51111,2023-09-28,Sundbybergs kommun,Sundbyberg - Ursvik,Lägenhet
Josefs väg 5,129.0,5,,5150000,,2023-09-28,Åsa,Österbyn/Gårda Brygga,Villa
Kyrkogatan 1 E,44.0,2,2567,1525000,34659,2023-09-28,Eskilstuna kommun,Brottsta-Lundby,Lägenhet
Vallmogränd 3,139.0,7,,2650000,,2023-09-28,Sjöbo kommun,Backarna Sjöbo,Villa
Ekvägen 4,84.0,3,,395000,,2023-09-28,Bengtsfors kommun,Billingsfors,Villa
Källviksvägen 11,147.0,6,,9700000,,2023-09-28,Göteborgs kommun,Näset,Villa
Sörskog 127,50.0,3,,610000,,2023-09-28,Sundsvalls kommun,Sörskog,Villa
Rödestensgatan 9G,67.5,2,4208,900000,13333,2023-09-28,Falköpings kommun,Gamla stan,Lägenhet
Idungatan 7B,56.0,2,2337,4925000,87946,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Norra Klockspelsvägen 3M,81.0,3,5301,4400000,54321,2023-09-28,Malmö kommun,Friluftstaden,Radhus
Rekylgatan 14,55.0,55,3859,1295000,23545,2023-09-28,Västerås kommun,Haga,Lägenhet
Backmans väg 24,107.0,3,,4000000,,2023-09-28,Kungsbacka kommun,Draget,Villa
Reenstiernagatan 16,59.5,2,3859,1325000,22269,2023-09-28,Norrköpings kommun,Pryssgården,Lägenhet
Lejdaren 7,1.0,396,,3400000,,2023-09-28,Kungsbacka kommun,Fjordsidan,Tomt
Erik Dahlbergsgatan 47,56.0,2,3087,5000000,89286,2023-09-28,Stockholms kommun,Gärdet,Lägenhet
Luthagsesplanaden 21A,33.0,"1,5",2157,2200000,66667,2023-09-28,Uppsala kommun,Luthagen,Lägenhet
Västergatan 8,144.0,6,,800000,,2023-09-28,Östra Göinge kommun,Glimåkra,Villa
Hissjön 211,60.0,3,,330000,,2023-09-28,Sundsvalls kommun,Hissjön,Fritidshus
Repslagaregatan 37,65.0,2,5269,750000,11538,2023-09-28,Falköpings kommun,Centrum,Lägenhet
Höstrågvägen 5,184.0,6,,6595000,,2023-09-28,Ekerö kommun,Ekerö Väsby,Villa
Krassegången 152,40.0,2,,425000,,2023-09-28,Malmö kommun,Jägershill 2,Fritidshus
"Kungsklippan 12, 5 tr",32.0,1,2872,3100000,96875,2023-09-28,Stockholms kommun,Kungsholmen,Lägenhet
Lillövägen 12,95.0,3,,1650000,,2023-09-28,Mönsterås kommun,Oknö,Villa
Södra Åsvägen 57,82.2,3,5939,3975000,48358,2023-09-28,Österåkers kommun,Österskär,Lägenhet
Hagalundsvägen 38B,69.0,3,4532,1350000,19565,2023-09-28,Karlstads kommun,Våxnäs,Lägenhet
Brunnsplan 3A,53.0,2,2913,910000,17170,2023-09-28,Ljungby kommun,Centralt,Lägenhet
"Starrängsringen 7, 4tr",71.0,3,0,7400000,104225,2023-09-28,Stockholms kommun,Gärdet - Östermalm,Lägenhet
Hans Filips väg 81,106.0,4,,1995000,,2023-09-28,Borlänge kommun,Skräddarbacken,Villa
Måttsunds byaväg 295,135.0,5,,3080000,,2023-09-27,Luleå kommun,Måttsund,Villa
Björkgatan 9,65.0,2,2944,1660000,25538,2023-09-27,Luleå kommun,Bergviken,Lägenhet
Malmgatan 39,135.0,7,,4800000,,2023-09-27,Eslövs kommun,Trollsjöområdet,Villa
Skolvägen 5,400.0,5,,460000,,2023-09-27,Hällefors kommun,Hällefors,Villa
Bredängsgatan 30,127.0,5,,2800000,,2023-09-27,Eskilstuna kommun,Valhalla,Villa
Trollesundsvägen 31,60.5,2,4569,2520000,41653,2023-09-27,Stockholms kommun,Bandhagen,Lägenhet
Kedjebacken 4a lgh 1402,44.0,2,2890,2260000,51364,2023-09-27,Värmdö kommun,Gustavsberg,Lägenhet
Törnrosgården 12,77.0,3,4984,2515000,32662,2023-09-27,Landskrona kommun,Häljarp,Lägenhet
Larssons Berg 5,73.5,3,5290,3750000,51020,2023-09-27,Mölndals kommun,Stensjön,Lägenhet
Guldsmedsvägen 9,48.0,2,3335,3000000,62500,2023-09-27,Stockholms kommun,Blåsut,Lägenhet
Hemdalsvägen 3B,95.0,3,5454,2850000,30000,2023-09-27,Västerås kommun,Hemdal,Lägenhet
Lillkalmarvägen 70A,66.8,2,3103,4450000,66617,2023-09-27,Danderyds kommun,Djursholm,Lägenhet
Fritzbergsvägen 7,52.0,2,4302,2025000,38942,2023-09-27,Vallentuna kommun,Kragstalund,Lägenhet
Mikje 34,102.0,5,,1050000,,2023-09-27,Hudiksvalls kommun,Forsa,Villa
"Högviltsgatan 3, 3Tr",49.0,2,3140,4495000,91735,2023-09-27,Stockholms kommun,Norra Djurgårdsstaden,Lägenhet
Hanna Rydhs Gata 18,44.5,2,2914,2210000,49663,2023-09-27,Stockholms kommun,Fruängen,Lägenhet
Rosenhöjdsvägen 21,64.0,2,4629,1570000,24531,2023-09-27,Södertälje kommun,Rosenlund,Lägenhet
Bellevuevägen 28,96.5,3,6064,3400000,35233,2023-09-27,Ystads kommun,Bellevue,Lägenhet
Lillebäcksgatan 5,104.0,5,,2900000,,2023-09-27,Burlövs kommun,Tågarp,Villa
Lagmansgatan 3C,82.0,3,4990,2200000,26829,2023-09-27,Malmö kommun,Borgmästaregården,Lägenhet
Skolrådsvägen 11,124.0,5,,5000000,,2023-09-27,Lunds kommun,Mårtens Fälad,Radhus
Lärkgatan 2,114.0,4,,1800000,,2023-09-27,Åstorps kommun,Åstorp,Villa
Väderkvarnsgatan 46 B,45.0,1,3030,1800000,40000,2023-09-27,Uppsala kommun,Fålhagen,Lägenhet
Tunnbindarvägen 7A,51.0,2,3053,3000000,58824,2023-09-27,Sotenäs kommun,Smögen,Lägenhet
Tappvägen 31F,73.0,3,4319,4600000,63014,2023-09-27,Stockholms kommun,Bromma / Annedal,Lägenhet
Södervägen 36,80.5,3,4406,2700000,33540,2023-09-27,Täby kommun,Viggbygärdet,Lägenhet
Ingridsberg 1,110.0,5,,5550000,,2023-09-27,Göteborgs kommun,Torslanda - Låssby,Villa
Linnégatan 2 B,71.5,2,3727,1350000,18881,2023-09-27,Eksjö kommun,Centralt,Lägenhet
Bällstavägen 63B,127.0,6,,5300000,,2023-09-27,Vallentuna kommun,Västra Bällsta,Radhus
Lilla vårviksvägen 63,78.0,3,6361,1195000,15321,2023-09-27,Trollhättans kommun,Björndalen,Lägenhet
"Igeldammsgatan 22 D, 4 tr",102.0,"3,5",7242,7500000,73529,2023-09-27,Stockholms kommun,Kungsholmen,Lägenhet
Tårtvägen 15,70.0,5,,6200000,,2023-09-27,Stockholms kommun,Sköndal,Villa
Neder söderby 15,155.0,5,,6350000,,2023-09-27,Nynäshamns kommun,Sorunda,Villa
Kättingvägen 14,161.0,5,,5900000,,2023-09-27,Värmdö kommun,Södra Kopparmora,Villa
Ågatan 15B,78.5,3,4644,245000,3121,2023-09-27,Bromölla kommun,Bromölla,Lägenhet
Serenadgatan 62,64.5,2,3778,1080000,16744,2023-09-27,Malmö kommun,Högaholm,Lägenhet
Vasavägen 85,54.6,2,3267,1545000,28297,2023-09-27,Järfälla kommun,Jakobsberg,Lägenhet
Sergelsgatan 1A,43.5,2,2826,2210000,50805,2023-09-27,Göteborgs kommun,Lunden,Lägenhet
Svartgarnsvägen 3A,20.0,2,3103,2025000,,2023-09-27,Österåkers kommun,Svinninge,Villa
Graningevägen 30,148.0,6,,4520000,,2023-09-27,Örebro kommun,Lillån,Villa
Stenbacksvägen 4,130.0,7,,1295000,,2023-09-27,Östhammars kommun,Norrskedika,Villa
Gethornskroken 15B,50.5,2,3221,695000,13762,2023-09-27,Hässleholms kommun,Hässleholm - Väster,Lägenhet
Månskensvägen 6,176.0,7,,3700000,,2023-09-27,Trelleborgs kommun,Knäckekärr,Villa
"Lomvägen 49, 1tr",83.0,3,4826,2250000,27108,2023-09-27,Sollentuna kommun,Kärrdal,Lägenhet
"Ängsbacken 4, 3tr",80.1,3,6380,2600000,32459,2023-09-27,Nacka kommun,Björknäs,Lägenhet
Esplanaden 18,78.0,3,4223,3915000,50192,2023-09-27,Lomma kommun,Lomma - Strandstaden,Lägenhet
Rämensvägen 29C,62.0,3,3503,4300000,69355,2023-09-27,Stockholms kommun,Årsta,Lägenhet
"Essingetorget 37, 3 / 3 tr",40.0,2,2433,3175000,79375,2023-09-27,Stockholms kommun,Kungsholmen - Stora Essingen,Lägenhet
Vasavägen 1,40.0,1,2947,1650000,41250,2023-09-27,Nacka kommun,Saltsjöbaden,Lägenhet
Måsvägen 2A,85.0,3,5223,2225000,26176,2023-09-27,Lunds kommun,Väster,Lägenhet
Stormgatan 14,66.5,2,3671,1525000,22932,2023-09-27,Uppsala kommun,GRÄNBY,Lägenhet
"Ågesta Broväg 34, 5 tr",94.0,4,5664,4100000,43617,2023-09-27,Stockholms kommun,Farsta Strand,Lägenhet
Lantmästaregatan 6,130.0,4,,4995000,,2023-09-27,Svedala kommun,Tegelbruket,Villa
Vallavägen 79,85.0,3,6373,1785000,21000,2023-09-27,Haninge kommun,Centrala Handen,Lägenhet
